Nota,Texto
5,"Pra um primeiro contato mais de perto com a alexa é um produto interessante. Meu objetivo ainda não é automatizar a casa mas ela trás recursos interessantes como sintonizar rádios específicas, saber coisas sobre o mundo, notícias, feriados, agendas e outra infinidades de coisas usando comandos de voz… consegui automatizar a tv, porem é bem limitado. No mais acho q muitas pessoas podem curtir ainda mais essa de quinta geração q saiu por 300, som muito bom para ambiente e com termômetro. O ponto negativo é vir q tomada de chapa, mas já tinha adaptador aqui pra isso…."
5,"Comprei com um certo receio por ser importada, porém para minha surpresa veio no padrão brasileiro, totalmente em português. Muito satisfeito."
5,"Esse suporte é simplesmente perfeito. Como vcs estão vendo aí na foto tem o encaixe perfeito, de frente, dos lados e atrás onde o fio e a tomada ficam bem encaixados. Eu amei 💜💜."
5,"Até o presente momento gostei do produto, condiz com o preço. Na minha tomada não firmou totalmente as vezes parece que vai cair quando tocamos. Fora isto é muito agradável."
5,"Echo dot 5ªg me surpreendeu positivamnete ! além de extremamente facil de configurar, tudo pelo celular em poucos segundos, o som e bem melhor do que eu pensei o som tem um bom grave, quem não sabe onde está o dot nao sabe de onde vem a voz da alexa. Além do mais testei e aprovei a integração com spotify aparece o que esta tocando no celular no spotify e no dot, e tambem controla meu sticktv, e ate liga minha tv. Muito bom , bem melhor do que eu pensei !!."
5,"É a terceira alexa q compramos tenho uma na cozinha , uma no salão de festa e agora comprei p área de lazer na piscina não ficamos mais sem alexa."
5,"Ótimo produto, estou amando. Porém aviso que o pino da tomada é americano, então compre um adaptador."
4,"Muito prática, bastante funções. Peguei ela com um cupom de 30,00r$ o que foi bacana para mim."
5,"Comprei produto para usar no brasil e veio com tomada americana. Então está praticamente inutilizável, pois além de pagar o produto tenho que comprar adaptador. Nas fotos vi que algumas pessoas receberam a tomada normal."
5,Eu recomendo muito bom.
5,Amei!!!.
5,Top demais a alexa amei foi amor a primeira vista funciona perfeitamente.
4,"O único defeito é que veio com o plug no padrão americano, o que dificulta a conexão com a tomada. Principalmente se quiser utilizar um suporte. Mas o produto é bom!."
5,Funciona de acordo com as especificações. Compraria novamente.
5,Eu não sabia que precisava assinar a amazon para funcionar legal. Mas no mais é legal.
5,Vale muito a pena.
4,Só configura em inglês!.
5,Muito fofo. Combina com qualquer alexa.
5,Produto é bom 👍.
5,Amei! lindo! coloquei a alexa.
5,Produto é muito bom.
1,Não coube a alexa 5 geração.
5,Produto excelente.
5,Muito bom. Produto original e de qualidade. Recomendo. 100%.
5,Gostei muito da alexa eu precisava mesmo amei ….
3,Produto excelente. Faltou o adaptador de tomada nacional.
4,"Achei o som um pouco baixo , demorou um pouco para configurar ela e as vezes ela não compreende o que falamos , mesmo sendo claro no pedido. Eu esperava um pouco mais , mas mesmo assim indico para quem está a procura de uma praticidade em organizar agendas , lembrete e afins."
5,"Muito prática, obedece os comandos direitinho, não tive problema em conectar no celular e o valor é bem acessível."
5,"Adoreiiii, foi mais doq imaginava, não me arrependo da compra, podem comprar sem medo."
4,O som da uma bugada as vezes.
5,"O produto é ótimo mas é difícil de operar. Quando a gente instalar a primeira parte deveria ter instruções mais detalhadas sobre outras conecções. Quando a gente pergunta como fazer, ela responde não sei como ajudar. Ela sabe tudo sobre o alheio mas nada sobre como fazer a instalação dela. Mas a gente vai errando e aprendendo. A qualidade do som é ótima, e para quem tem bastante habilidades com as tecnologias também não deve ser problema."
5,Valeu a pena a compra.
5,"Produto original, lacrado, sem surpresas."
4,"Produto excelente, no entanto as configurações do aplicativo são difíceis no app, app que só pode ser baixado de links fora do play store ou reconfigurando-o."
5,"Excelente,a amazon sempre nos surpreendendo,temos uma echo dot 4 geracao e agora com nossa echo show 5 nossa casa ficou completa com nossos varios produtos que temos de casa inteligente. Sua camera tem uma qualidade otima p chamadas de video e ate msm p assistor aos videos."
5,"Gostei bastante, o som dele é bom mas dá echo dot é melhor. Só que a vantagem desse é a câmera, vc pode monitorar o que vc quiser, eu saio e consigo ver minha gatinha, e posso chama lá se quiser, um exemplo ,ela estava na mesma posição por muito tempo aí chamei e vi que ela se mexeu. Recomendo."
5,"Já tenho a echo dot e sempre quis uma com telinha touch,a echo show é top mostra tudo que quiser(limitado)na tela porém achei ela mais surda que a echo dot,algumas vezes a chamava e é mesma não me ouvia,troquei o nome de alexa pra echo e agora ela me ouvi sem problemas…."
4,"Primeira impressão … quando liguei a primeira vez , ele não escutava , não fazia nada… estava quase embalando para devolver… nisso pensei em procurar algo nas configurações, onde vi a opção de atualizar… e sim , depois de feito isso … ela não escutou tudo hahah e atendeu todos os pedidos…. Depois desse probleminha , super adorei ela…. Tamanho pequeno , porém é super linda!!! amei."
5,"O aparelho nao é nacional veio em outro idioma, porem é possivel a troca para português br, o chato é o carregador que é padrão americano, precisa usar um adaptador. Mais depois de todos problemas solucionado, o aparelho é bom de mais, uma digna alexa que ajuda bastante."
5,Gostei muito recomendo 🙂.
5,"Muito legal,ela nós diverte ficamos horas e horas conversando com ela,tenho 7anos,minha irmã 5. Meu nome e lia,e minha irmã isa. Obrigado,bom dia."
5,Linda maravilhosa. O único problema é que o plug e americano necessita adaptador.
5,"Top demais, gostei muito do produto. Todas as funcionalidades ok. Pensei q por ser kids não iria ter todas as funcionalidades, apenas desativei o modo kids e virou como normal."
4,Amei 😍😍super indico!.
5,"Não mando na minha esposa, mas. Mando na alexa. É pra isso que serve esse negócio. Recomendadissimo pra quem tem a mulher que manda em casa."
5,"Para quem pensa em comprar é um produto excelente. Cara. Ela faz calculo com número altos, tipo 156+375-921. Rsrsrs. Legal. Dps que comprei ela deu ainda mais vontade comprar os dispositivos para deixa a kinshasa casa inteligente, mas pra qm qr começar, compre quase tudo da mesma marca, ex: tomada da marca x, interruptor da marca x, led da marca y, bocal de lampada marca y, etc. Prq assim fica muito mais fácil a alexa reconhecer um dispositivo. O único defeito dela foi realmente a fonte de alimentação, prq não vem no padrão do brasil, aqueles três pinos, mas sim dois pinos chatos, mas nada que um adaptador de tomada não resolva isso. Pra que for comprar não vai se arrepender."
5,Muito bom!! já tinha uma alexa de3 geração. A única coisa que eu não gostei foi da do tipo da tomada veio aquele tipo de encaixe de duas lâminas chatas tive que colocar um adaptador de tomada.
5,"Uma compra certeira! aparelho maravilhoso, super interativo e funcional. Comprei para presentear meu sobrinho e ele amou a surpresa. Funciona perfeitamente, basta baixar o aplicativo correspondente no seu celular (vc encontra vídeos explicativos no youtube) e seguir os passos para a configuração. Alexa é uma ótima companhia, além de ser muito útil. Já estou pensando em comprar uma para mim tb. Valeu muito à pena. Estou satisfeita! obs. : recomendo esse da quarta geração, lançado em 2020, pois o da terceira já saiu de linha."
1,Não serve para nada.
1,Horrível.
1,"Pensei ser outro produto, me senti engada."
5,"Não gostei, quero até devolver. Não deu certo."
5,Otima.
5,"Ela é maravilhosa é a segunda igual que compro, a outra foi diretamente da amazon, mas não veio diferente, veio com padrão de tomada brasileiro e até o relógio já veio no padrão nacional, tem um som excelente, ouve muito bem, tenho uma echo 4ª geração (maravilhosa) e tbm outras 4 echo pop que não ouvem tão bem quando a 4ª e 5ª geração, mas tbm gosto muito delas, porém essa 5ª geração é muito top e super recomendo ❤️ vcs perguntam sobre duração da bateria, não existe bateria, ela é ligada e só funciona direto na tomada, oq é uma pena pois seria perfeita se fosse mais autônoma nessa questão energética."
5,Produto original com tomada padrão do estados unidos.
5,"Acho que foi a melhor coisa que eu comprei nesse últimos anos! é prática, me ajuda com alarme, notícias, músicas, lembretes, diversão e entretenimentos variados. Compraria até mais alguns para dar de presente. Acho que todo mundo deveria ter uma alexia."
5,"Amamos, bem fácil de configurar, quando conectou no celular já mudou o idioma para português."
5,"Infelizmente veio tomada americana mas pelo valor pago valeu muitoo a pena comprei um adaptador de r$ 5 e funciona perfeitamente, o produto veio lacrado com tudo certinho, essa versão vem com relógio e o sensor de temperatura perfeitoo, recomendo comprar a luz inteligente da ekaza valor é ótimo e para complementar comprei o multilaser liv para ligar tv automaticamente. Se você está se perguntando se vale a pena comprar um alexa minha resposta é sim."
5,"Vale muito a pena, cada dia vc descobrir novas funções e maneiras de facilitar sua visa."
5,"Achei perfeita, muito pratica pra lembrar de algo e o audio é impecavel, as skill pra casa inteligente são boas, a parte ruim é que pra ouvir musica se vc não tiver assinado o amazon music a cada 3 ou 4 musicas é uma propaganda mas pega spotify perfeitamente, resumo, se for pra vc utimizar suas tarefas ela é boa, agora se for so pra ter uma alexa ela acaba perdendo a graça com alguns dias de uso."
5,Ótima esperiencia.
5,"Gostei muito! demorei para conseguir conectar no hi fi, mas agora tudo certo."
4,Ainda tô testando.
